municipality,citizenship_status,year,working_age_population
Lolland,Danish citizen,2011,27107
Lolland,Danish citizen,2012,26283
Lolland,Danish citizen,2013,25432
Lolland,Danish citizen,2014,24549
Lolland,Danish citizen,2015,23943
Lolland,Danish citizen,2016,23425
Lolland,Danish citizen,2017,23000
Lolland,Danish citizen,2018,22539
Lolland,Danish citizen,2019,22133
Lolland,Danish citizen,2020,21706
Lolland,Danish citizen,2021,21241
Lolland,Danish citizen,2022,20724
Lolland,Danish citizen,2023,20353
Lolland,Danish citizen,2024,19957
Lolland,Danish citizen,2025,19298
Lolland,Danish citizen,2026,18676
Lolland,Foreign citizen,2008,1370
Lolland,Foreign citizen,2009,1402
Lolland,Foreign citizen,2010,1412
Lolland,Foreign citizen,2011,1408
Lolland,Foreign citizen,2012,1392
Lolland,Foreign citizen,2013,1388
Lolland,Foreign citizen,2014,1494
Lolland,Foreign citizen,2015,1630
Lolland,Foreign citizen,2016,1765
Lolland,Foreign citizen,2017,1835
Lolland,Foreign citizen,2018,1863
Lolland,Foreign citizen,2019,1920
Lolland,Foreign citizen,2020,1907
Lolland,Foreign citizen,2021,1909
Lolland,Foreign citizen,2022,2018
Lolland,Foreign citizen,2023,2265
Lolland,Foreign citizen,2024,2422
Lolland,Foreign citizen,2025,2679
Lolland,Foreign citizen,2026,2906
Lyngby-Taarbæk,Danish citizen,2008,29416
Lyngby-Taarbæk,Danish citizen,2009,29477
Lyngby-Taarbæk,Danish citizen,2010,29732
Lyngby-Taarbæk,Danish citizen,2011,29761
Lyngby-Taarbæk,Danish citizen,2012,29882
Lyngby-Taarbæk,Danish citizen,2013,29919
Lyngby-Taarbæk,Danish citizen,2014,29974
Lyngby-Taarbæk,Danish citizen,2015,30025
Lyngby-Taarbæk,Danish citizen,2016,30058
Lyngby-Taarbæk,Danish citizen,2017,30010
Lyngby-Taarbæk,Danish citizen,2018,30132
Lyngby-Taarbæk,Danish citizen,2019,30260
Lyngby-Taarbæk,Danish citizen,2020,30390
Lyngby-Taarbæk,Danish citizen,2021,30544
Lyngby-Taarbæk,Danish citizen,2022,30775
Lyngby-Taarbæk,Danish citizen,2023,30657
Lyngby-Taarbæk,Danish citizen,2024,30392
Lyngby-Taarbæk,Danish citizen,2025,30353
Lyngby-Taarbæk,Danish citizen,2026,30265
Lyngby-Taarbæk,Foreign citizen,2008,2882
Lyngby-Taarbæk,Foreign citizen,2009,2968
Lyngby-Taarbæk,Foreign citizen,2010,3265
Lyngby-Taarbæk,Foreign citizen,2011,3347
Lyngby-Taarbæk,Foreign citizen,2012,3476
Lyngby-Taarbæk,Foreign citizen,2013,3719
Lyngby-Taarbæk,Foreign citizen,2014,3875
Lyngby-Taarbæk,Foreign citizen,2015,4176
Lyngby-Taarbæk,Foreign citizen,2016,4409
Lyngby-Taarbæk,Foreign citizen,2017,4574
Lyngby-Taarbæk,Foreign citizen,2018,4654
Lyngby-Taarbæk,Foreign citizen,2019,4724
Lyngby-Taarbæk,Foreign citizen,2020,4819
Lyngby-Taarbæk,Foreign citizen,2021,4997
Lyngby-Taarbæk,Foreign citizen,2022,5846
Lyngby-Taarbæk,Foreign citizen,2023,6447
Lyngby-Taarbæk,Foreign citizen,2024,6846
Lyngby-Taarbæk,Foreign citizen,2025,7116
Lyngby-Taarbæk,Foreign citizen,2026,7113
Læsø,Danish citizen,2008,1166
Læsø,Danish citizen,2009,1147
Læsø,Danish citizen,2010,1128
Læsø,Danish citizen,2011,1107
Læsø,Danish citizen,2012,1047
Læsø,Danish citizen,2013,995
Læsø,Danish citizen,2014,953
Læsø,Danish citizen,2015,939
Læsø,Danish citizen,2016,921
Læsø,Danish citizen,2017,893
Læsø,Danish citizen,2018,881
Læsø,Danish citizen,2019,865
Læsø,Danish citizen,2020,840
Læsø,Danish citizen,2021,829
Læsø,Danish citizen,2022,817
Læsø,Danish citizen,2023,819
Læsø,Danish citizen,2024,787
Læsø,Danish citizen,2025,767
Læsø,Danish citizen,2026,740
Læsø,Foreign citizen,2008,31
Læsø,Foreign citizen,2009,33
Læsø,Foreign citizen,2010,30
Læsø,Foreign citizen,2011,37
Læsø,Foreign citizen,2012,36
Læsø,Foreign citizen,2013,31
Læsø,Foreign citizen,2014,36
Læsø,Foreign citizen,2015,41
Læsø,Foreign citizen,2016,51
Læsø,Foreign citizen,2017,50
Læsø,Foreign citizen,2018,49
Læsø,Foreign citizen,2019,49
Læsø,Foreign citizen,2020,52
Læsø,Foreign citizen,2021,47
Læsø,Foreign citizen,2022,53
Læsø,Foreign citizen,2023,61
Læsø,Foreign citizen,2024,57
Læsø,Foreign citizen,2025,52
Læsø,Foreign citizen,2026,49
Mariagerfjord,Danish citizen,2008,26440
Mariagerfjord,Danish citizen,2009,26365
Mariagerfjord,Danish citizen,2010,26152
Mariagerfjord,Danish citizen,2011,25893
Mariagerfjord,Danish citizen,2012,25699
Mariagerfjord,Danish citizen,2013,25301
Mariagerfjord,Danish citizen,2014,25125
Mariagerfjord,Danish citizen,2015,24926
Mariagerfjord,Danish citizen,2016,24667
Mariagerfjord,Danish citizen,2017,24443
Mariagerfjord,Danish citizen,2018,24243
Mariagerfjord,Danish citizen,2019,23958
Mariagerfjord,Danish citizen,2020,23577
Mariagerfjord,Danish citizen,2021,23281
Mariagerfjord,Danish citizen,2022,23144
Mariagerfjord,Danish citizen,2023,22935
Mariagerfjord,Danish citizen,2024,22658
Mariagerfjord,Danish citizen,2025,22404
Mariagerfjord,Danish citizen,2026,22175
Mariagerfjord,Foreign citizen,2008,1012
Mariagerfjord,Foreign citizen,2009,1154
Mariagerfjord,Foreign citizen,2010,1163
Mariagerfjord,Foreign citizen,2011,1251
Mariagerfjord,Foreign citizen,2012,1296
Mariagerfjord,Foreign citizen,2013,1295
Mariagerfjord,Foreign citizen,2014,1453
Mariagerfjord,Foreign citizen,2015,1610
Mariagerfjord,Foreign citizen,2016,1756
Mariagerfjord,Foreign citizen,2017,1814
Mariagerfjord,Foreign citizen,2018,1935
Mariagerfjord,Foreign citizen,2019,1959
Mariagerfjord,Foreign citizen,2020,1973
Mariagerfjord,Foreign citizen,2021,1939
Mariagerfjord,Foreign citizen,2022,2036
Mariagerfjord,Foreign citizen,2023,2289
Mariagerfjord,Foreign citizen,2024,2320
Mariagerfjord,Foreign citizen,2025,2436
Mariagerfjord,Foreign citizen,2026,2462
Middelfart,Danish citizen,2008,22859
Middelfart,Danish citizen,2009,22909
Middelfart,Danish citizen,2010,22778
Middelfart,Danish citizen,2011,22584
Middelfart,Danish citizen,2012,22335
Middelfart,Danish citizen,2013,22161
Middelfart,Danish citizen,2014,22029
Middelfart,Danish citizen,2015,21925
Middelfart,Danish citizen,2016,21721
Middelfart,Danish citizen,2017,21850
Middelfart,Danish citizen,2018,21700
Middelfart,Danish citizen,2019,21756
Middelfart,Danish citizen,2020,21962
Middelfart,Danish citizen,2021,21977
Middelfart,Danish citizen,2022,22204
Middelfart,Danish citizen,2023,22195
Middelfart,Danish citizen,2024,22257
Middelfart,Danish citizen,2025,22208
Middelfart,Danish citizen,2026,22154
Middelfart,Foreign citizen,2008,830
Middelfart,Foreign citizen,2009,883
Middelfart,Foreign citizen,2010,880
Middelfart,Foreign citizen,2011,928
Middelfart,Foreign citizen,2012,976
Middelfart,Foreign citizen,2013,1041
Middelfart,Foreign citizen,2014,1150
Middelfart,Foreign citizen,2015,1298
Middelfart,Foreign citizen,2016,1452
Middelfart,Foreign citizen,2017,1447
Middelfart,Foreign citizen,2018,1469
Middelfart,Foreign citizen,2019,1584
Middelfart,Foreign citizen,2020,1541
Middelfart,Foreign citizen,2021,1596
Middelfart,Foreign citizen,2022,1639
Middelfart,Foreign citizen,2023,1806
Middelfart,Foreign citizen,2024,1861
Middelfart,Foreign citizen,2025,1895
Middelfart,Foreign citizen,2026,1982
Morsø,Danish citizen,2008,13475
Morsø,Danish citizen,2009,13449
Morsø,Danish citizen,2010,13211
Morsø,Danish citizen,2011,12964
Morsø,Danish citizen,2012,12709
Morsø,Danish citizen,2013,12478
Morsø,Danish citizen,2014,12239
Morsø,Danish citizen,2015,12087
Morsø,Danish citizen,2016,11749
Morsø,Danish citizen,2017,11596
Morsø,Danish citizen,2018,11431
Morsø,Danish citizen,2019,11314
Morsø,Danish citizen,2020,11086
Morsø,Danish citizen,2021,10936
Morsø,Danish citizen,2022,10817
Morsø,Danish citizen,2023,10634
Morsø,Danish citizen,2024,10492
Morsø,Danish citizen,2025,10311
Morsø,Danish citizen,2026,10119
Morsø,Foreign citizen,2008,428
Morsø,Foreign citizen,2009,499
Morsø,Foreign citizen,2010,526
Morsø,Foreign citizen,2011,543
Morsø,Foreign citizen,2012,579
Morsø,Foreign citizen,2013,568
Morsø,Foreign citizen,2014,571
Morsø,Foreign citizen,2015,597
Morsø,Foreign citizen,2016,701
Morsø,Foreign citizen,2017,764
Morsø,Foreign citizen,2018,784
Morsø,Foreign citizen,2019,791
Morsø,Foreign citizen,2020,824
Morsø,Foreign citizen,2021,804
Morsø,Foreign citizen,2022,865
Morsø,Foreign citizen,2023,933
Morsø,Foreign citizen,2024,901
Morsø,Foreign citizen,2025,893
Morsø,Foreign citizen,2026,935
Norddjurs,Danish citizen,2008,23800
Norddjurs,Danish citizen,2009,23618
Norddjurs,Danish citizen,2010,23333
Norddjurs,Danish citizen,2011,23237
Norddjurs,Danish citizen,2012,22910
Norddjurs,Danish citizen,2013,22846
Norddjurs,Danish citizen,2014,22601
Norddjurs,Danish citizen,2015,22365
Norddjurs,Danish citizen,2016,22229
Norddjurs,Danish citizen,2017,21929
Norddjurs,Danish citizen,2018,21637
Norddjurs,Danish citizen,2019,21111
Norddjurs,Danish citizen,2020,20665
Norddjurs,Danish citizen,2021,20463
Norddjurs,Danish citizen,2022,20166
Norddjurs,Danish citizen,2023,19817
Norddjurs,Danish citizen,2024,19466
Norddjurs,Danish citizen,2025,19217
Norddjurs,Danish citizen,2026,18863
Norddjurs,Foreign citizen,2008,1022
Norddjurs,Foreign citizen,2009,1043
Norddjurs,Foreign citizen,2010,1107
Norddjurs,Foreign citizen,2011,1101
Norddjurs,Foreign citizen,2012,1173
Norddjurs,Foreign citizen,2013,1292
Norddjurs,Foreign citizen,2014,1374
Norddjurs,Foreign citizen,2015,1445
Norddjurs,Foreign citizen,2016,1674
Norddjurs,Foreign citizen,2017,1796
Norddjurs,Foreign citizen,2018,2064
Norddjurs,Foreign citizen,2019,2067
Norddjurs,Foreign citizen,2020,1946
Norddjurs,Foreign citizen,2021,1929
Norddjurs,Foreign citizen,2022,2064
Norddjurs,Foreign citizen,2023,2321
Norddjurs,Foreign citizen,2024,2320
Norddjurs,Foreign citizen,2025,2386
Norddjurs,Foreign citizen,2026,2549
Nordfyns,Danish citizen,2008,18213
Nordfyns,Danish citizen,2009,18129
Nordfyns,Danish citizen,2010,18016
Nordfyns,Danish citizen,2011,17878
Nordfyns,Danish citizen,2012,17576
Nordfyns,Danish citizen,2013,17333
Nordfyns,Danish citizen,2014,17101
Nordfyns,Danish citizen,2015,16931
Nordfyns,Danish citizen,2016,16851
Nordfyns,Danish citizen,2017,16781
Nordfyns,Danish citizen,2018,16636
Nordfyns,Danish citizen,2019,16607
Nordfyns,Danish citizen,2020,16383
Nordfyns,Danish citizen,2021,16183
Nordfyns,Danish citizen,2022,16215
Nordfyns,Danish citizen,2023,16081
Nordfyns,Danish citizen,2024,15894
Nordfyns,Danish citizen,2025,15636
Nordfyns,Danish citizen,2026,15345
Nordfyns,Foreign citizen,2008,627
Nordfyns,Foreign citizen,2009,688
Nordfyns,Foreign citizen,2010,727
Nordfyns,Foreign citizen,2011,735
Nordfyns,Foreign citizen,2012,774
Nordfyns,Foreign citizen,2013,871
Nordfyns,Foreign citizen,2014,933
Nordfyns,Foreign citizen,2015,1067
Nordfyns,Foreign citizen,2016,1261
Nordfyns,Foreign citizen,2017,1307
Nordfyns,Foreign citizen,2018,1461
Nordfyns,Foreign citizen,2019,1559
Nordfyns,Foreign citizen,2020,1636
Nordfyns,Foreign citizen,2021,1659
Nordfyns,Foreign citizen,2022,1731
Nordfyns,Foreign citizen,2023,1838
Nordfyns,Foreign citizen,2024,1911
Nordfyns,Foreign citizen,2025,1966
Nordfyns,Foreign citizen,2026,2079
Nyborg,Danish citizen,2008,19423
Nyborg,Danish citizen,2009,19292
Nyborg,Danish citizen,2010,19079
Nyborg,Danish citizen,2011,18864
Nyborg,Danish citizen,2012,18691
Nyborg,Danish citizen,2013,18463
Nyborg,Danish citizen,2014,18282
Nyborg,Danish citizen,2015,18296
Nyborg,Danish citizen,2016,18281
Nyborg,Danish citizen,2017,18281
Nyborg,Danish citizen,2018,18039
Nyborg,Danish citizen,2019,17979
Nyborg,Danish citizen,2020,17888
Nyborg,Danish citizen,2021,17755
Nyborg,Danish citizen,2022,17792
Nyborg,Danish citizen,2023,17783
Nyborg,Danish citizen,2024,17657
Nyborg,Danish citizen,2025,17601
Nyborg,Danish citizen,2026,17522
Nyborg,Foreign citizen,2008,672
Nyborg,Foreign citizen,2009,738
Nyborg,Foreign citizen,2010,753
Nyborg,Foreign citizen,2011,775
Nyborg,Foreign citizen,2012,805
Nyborg,Foreign citizen,2013,839
Nyborg,Foreign citizen,2014,880
Nyborg,Foreign citizen,2015,1016
Nyborg,Foreign citizen,2016,1187
Nyborg,Foreign citizen,2017,1233
Nyborg,Foreign citizen,2018,1260
Nyborg,Foreign citizen,2019,1328
Nyborg,Foreign citizen,2020,1306
Nyborg,Foreign citizen,2021,1305
Nyborg,Foreign citizen,2022,1359
Nyborg,Foreign citizen,2023,1495
Nyborg,Foreign citizen,2024,1485
Nyborg,Foreign citizen,2025,1597
Nyborg,Foreign citizen,2026,1709
Næstved,Danish citizen,2008,50942
Næstved,Danish citizen,2009,50721
Næstved,Danish citizen,2010,50522
Næstved,Danish citizen,2011,50004
Næstved,Danish citizen,2012,49573
Næstved,Danish citizen,2013,49215
Næstved,Danish citizen,2014,49027
Næstved,Danish citizen,2015,48857
Næstved,Danish citizen,2016,48786
Næstved,Danish citizen,2017,48533
Næstved,Danish citizen,2018,48380
Næstved,Danish citizen,2019,48205
Næstved,Danish citizen,2020,48131
Næstved,Danish citizen,2021,47876
Næstved,Danish citizen,2022,48024
Næstved,Danish citizen,2023,47997
Næstved,Danish citizen,2024,47825
Næstved,Danish citizen,2025,47619
Næstved,Danish citizen,2026,47577
Næstved,Foreign citizen,2008,2043
Næstved,Foreign citizen,2009,2166
Næstved,Foreign citizen,2010,2250
Næstved,Foreign citizen,2011,2350
Næstved,Foreign citizen,2012,2402
Næstved,Foreign citizen,2013,2538
Næstved,Foreign citizen,2014,2735
Næstved,Foreign citizen,2015,2963
Næstved,Foreign citizen,2016,3365
Næstved,Foreign citizen,2017,3576
Næstved,Foreign citizen,2018,3799
Næstved,Foreign citizen,2019,3846
Næstved,Foreign citizen,2020,3894
Næstved,Foreign citizen,2021,3863
Næstved,Foreign citizen,2022,4031
Næstved,Foreign citizen,2023,4452
Næstved,Foreign citizen,2024,4622
Næstved,Foreign citizen,2025,4891
Næstved,Foreign citizen,2026,5103
Odder,Danish citizen,2008,13154
Odder,Danish citizen,2009,13097
Odder,Danish citizen,2010,13098
Odder,Danish citizen,2011,13103
Odder,Danish citizen,2012,12867
Odder,Danish citizen,2013,12788
Odder,Danish citizen,2014,12628
Odder,Danish citizen,2015,12586
Odder,Danish citizen,2016,12539
Odder,Danish citizen,2017,12424
Odder,Danish citizen,2018,12559
Odder,Danish citizen,2019,12549
Odder,Danish citizen,2020,12570
Odder,Danish citizen,2021,12564
Odder,Danish citizen,2022,12672
Odder,Danish citizen,2023,12680
Odder,Danish citizen,2024,12805
Odder,Danish citizen,2025,12836
Odder,Danish citizen,2026,12785
Odder,Foreign citizen,2008,554
Odder,Foreign citizen,2009,621
Odder,Foreign citizen,2010,663
Odder,Foreign citizen,2011,654
Odder,Foreign citizen,2012,671
Odder,Foreign citizen,2013,673
Odder,Foreign citizen,2014,755
Odder,Foreign citizen,2015,855
Odder,Foreign citizen,2016,966
Odder,Foreign citizen,2017,1048
Odder,Foreign citizen,2018,1095
Odder,Foreign citizen,2019,1075
Odder,Foreign citizen,2020,1041
Odder,Foreign citizen,2021,1037
Odder,Foreign citizen,2022,1026
Odder,Foreign citizen,2023,1161
Odder,Foreign citizen,2024,1174
Odder,Foreign citizen,2025,1199
Odder,Foreign citizen,2026,1278
Odense,Danish citizen,2008,117635
Odense,Danish citizen,2009,117599
Odense,Danish citizen,2010,117611
Odense,Danish citizen,2011,117828
Odense,Danish citizen,2012,118161
Odense,Danish citizen,2013,118805
Odense,Danish citizen,2014,119639
Odense,Danish citizen,2015,120220
Odense,Danish citizen,2016,120525
Odense,Danish citizen,2017,121473
Odense,Danish citizen,2018,122124
Odense,Danish citizen,2019,122405
Odense,Danish citizen,2020,122929
Odense,Danish citizen,2021,123795
Odense,Danish citizen,2022,123554
Odense,Danish citizen,2023,123701
Odense,Danish citizen,2024,124026
Odense,Danish citizen,2025,124548
Odense,Danish citizen,2026,125107
Odense,Foreign citizen,2008,9354
Odense,Foreign citizen,2009,9782
Odense,Foreign citizen,2010,10007
Odense,Foreign citizen,2011,10501
Odense,Foreign citizen,2012,10805
Odense,Foreign citizen,2013,11286
Odense,Foreign citizen,2014,12138
Odense,Foreign citizen,2015,12704
Odense,Foreign citizen,2016,13427
Odense,Foreign citizen,2017,13495
Odense,Foreign citizen,2018,14217
Odense,Foreign citizen,2019,15237
Odense,Foreign citizen,2020,15056
Odense,Foreign citizen,2021,14222
Odense,Foreign citizen,2022,14753
Odense,Foreign citizen,2023,15924
Odense,Foreign citizen,2024,16587
Odense,Foreign citizen,2025,17099
Odense,Foreign citizen,2026,18130
Odsherred,Danish citizen,2008,20269
Odsherred,Danish citizen,2009,20051
Odsherred,Danish citizen,2010,19702
Odsherred,Danish citizen,2011,19435
Odsherred,Danish citizen,2012,19027
Odsherred,Danish citizen,2013,18609
Odsherred,Danish citizen,2014,18375
Odsherred,Danish citizen,2015,18152
Odsherred,Danish citizen,2016,17961
Odsherred,Danish citizen,2017,17822
Odsherred,Danish citizen,2018,17638
Odsherred,Danish citizen,2019,17490
Odsherred,Danish citizen,2020,17262
Odsherred,Danish citizen,2021,17217
Odsherred,Danish citizen,2022,16970
Odsherred,Danish citizen,2023,16758
Odsherred,Danish citizen,2024,16409
Odsherred,Danish citizen,2025,16115
Odsherred,Danish citizen,2026,15810
Odsherred,Foreign citizen,2008,676
Odsherred,Foreign citizen,2009,720
Odsherred,Foreign citizen,2010,736
Odsherred,Foreign citizen,2011,716
Odsherred,Foreign citizen,2012,744
Odsherred,Foreign citizen,2013,765
Odsherred,Foreign citizen,2014,834
Odsherred,Foreign citizen,2015,955
Odsherred,Foreign citizen,2016,1115
Odsherred,Foreign citizen,2017,1198
Odsherred,Foreign citizen,2018,1219
Odsherred,Foreign citizen,2019,1253
Odsherred,Foreign citizen,2020,1212
Odsherred,Foreign citizen,2021,1233
Odsherred,Foreign citizen,2022,1316
Odsherred,Foreign citizen,2023,1472
Odsherred,Foreign citizen,2024,1477
Odsherred,Foreign citizen,2025,1477
Odsherred,Foreign citizen,2026,1503
Randers,Danish citizen,2008,58642
Randers,Danish citizen,2009,58625
Randers,Danish citizen,2010,58650
Randers,Danish citizen,2011,58683
Randers,Danish citizen,2012,58469
Randers,Danish citizen,2013,58223
Randers,Danish citizen,2014,58000
Randers,Danish citizen,2015,57869
Randers,Danish citizen,2016,57673
Randers,Danish citizen,2017,57745
Randers,Danish citizen,2018,57522
Randers,Danish citizen,2019,57084
Randers,Danish citizen,2020,56858
Randers,Danish citizen,2021,56830
Randers,Danish citizen,2022,56967
Randers,Danish citizen,2023,57068
Randers,Danish citizen,2024,57040
Randers,Danish citizen,2025,56963
Randers,Danish citizen,2026,56775
Randers,Foreign citizen,2008,2414
Randers,Foreign citizen,2009,2622
Randers,Foreign citizen,2010,2693
Randers,Foreign citizen,2011,2857
Randers,Foreign citizen,2012,3051
Randers,Foreign citizen,2013,3238
Randers,Foreign citizen,2014,3548
Randers,Foreign citizen,2015,3876
Randers,Foreign citizen,2016,4479
Randers,Foreign citizen,2017,4670
Randers,Foreign citizen,2018,4795
Randers,Foreign citizen,2019,4865
Randers,Foreign citizen,2020,4725
Randers,Foreign citizen,2021,4912
Randers,Foreign citizen,2022,5259
Randers,Foreign citizen,2023,5812
Randers,Foreign citizen,2024,5790
Randers,Foreign citizen,2025,6037
Randers,Foreign citizen,2026,6238
Rebild,Danish citizen,2008,17832
Rebild,Danish citizen,2009,17789
Rebild,Danish citizen,2010,17633
Rebild,Danish citizen,2011,17519
Rebild,Danish citizen,2012,17408
Rebild,Danish citizen,2013,17180
Rebild,Danish citizen,2014,17064
Rebild,Danish citizen,2015,16918
Rebild,Danish citizen,2016,16963
Rebild,Danish citizen,2017,16979
Rebild,Danish citizen,2018,17143
Rebild,Danish citizen,2019,17097
Rebild,Danish citizen,2020,17167
Rebild,Danish citizen,2021,17322
Rebild,Danish citizen,2022,17264
Rebild,Danish citizen,2023,17193
Rebild,Danish citizen,2024,17232
Rebild,Danish citizen,2025,17179
Rebild,Danish citizen,2026,17323
Rebild,Foreign citizen,2008,626
Rebild,Foreign citizen,2009,697
Rebild,Foreign citizen,2010,716
Rebild,Foreign citizen,2011,756
Rebild,Foreign citizen,2012,771
Rebild,Foreign citizen,2013,831
Rebild,Foreign citizen,2014,829
Rebild,Foreign citizen,2015,875
Rebild,Foreign citizen,2016,1001
Rebild,Foreign citizen,2017,1041
Rebild,Foreign citizen,2018,1108
Rebild,Foreign citizen,2019,1110
Rebild,Foreign citizen,2020,1113
Rebild,Foreign citizen,2021,1130
Rebild,Foreign citizen,2022,1161
Rebild,Foreign citizen,2023,1291
Rebild,Foreign citizen,2024,1266
Rebild,Foreign citizen,2025,1267
Rebild,Foreign citizen,2026,1343
Ringkøbing-Skjern,Danish citizen,2008,35042
Ringkøbing-Skjern,Danish citizen,2009,35075
Ringkøbing-Skjern,Danish citizen,2010,34638
Ringkøbing-Skjern,Danish citizen,2011,34095
Ringkøbing-Skjern,Danish citizen,2012,33609
Ringkøbing-Skjern,Danish citizen,2013,33122
Ringkøbing-Skjern,Danish citizen,2014,32581
Ringkøbing-Skjern,Danish citizen,2015,32229
Ringkøbing-Skjern,Danish citizen,2016,31792
Ringkøbing-Skjern,Danish citizen,2017,31431
Ringkøbing-Skjern,Danish citizen,2018,31033
Ringkøbing-Skjern,Danish citizen,2019,30768
Ringkøbing-Skjern,Danish citizen,2020,30399
Ringkøbing-Skjern,Danish citizen,2021,30010
Ringkøbing-Skjern,Danish citizen,2022,29711
Ringkøbing-Skjern,Danish citizen,2023,29281
Ringkøbing-Skjern,Danish citizen,2024,28889
Ringkøbing-Skjern,Danish citizen,2025,28327
Ringkøbing-Skjern,Danish citizen,2026,27874
Ringkøbing-Skjern,Foreign citizen,2008,1912
Ringkøbing-Skjern,Foreign citizen,2009,2291
Ringkøbing-Skjern,Foreign citizen,2010,2330
Ringkøbing-Skjern,Foreign citizen,2011,2387
Ringkøbing-Skjern,Foreign citizen,2012,2478
Ringkøbing-Skjern,Foreign citizen,2013,2581
Ringkøbing-Skjern,Foreign citizen,2014,2642
Ringkøbing-Skjern,Foreign citizen,2015,2884
Ringkøbing-Skjern,Foreign citizen,2016,3263
Ringkøbing-Skjern,Foreign citizen,2017,3427
Ringkøbing-Skjern,Foreign citizen,2018,3687
Ringkøbing-Skjern,Foreign citizen,2019,3859
Ringkøbing-Skjern,Foreign citizen,2020,3921
Ringkøbing-Skjern,Foreign citizen,2021,3917
Ringkøbing-Skjern,Foreign citizen,2022,4207
Ringkøbing-Skjern,Foreign citizen,2023,4594
Ringkøbing-Skjern,Foreign citizen,2024,4808
Ringkøbing-Skjern,Foreign citizen,2025,4853
Ringkøbing-Skjern,Foreign citizen,2026,5069
Ringsted,Danish citizen,2008,19968
Ringsted,Danish citizen,2009,20020
Ringsted,Danish citizen,2010,20005
Ringsted,Danish citizen,2011,20005
Ringsted,Danish citizen,2012,20057
Ringsted,Danish citizen,2013,19971
Ringsted,Danish citizen,2014,19851
Ringsted,Danish citizen,2015,19858
Ringsted,Danish citizen,2016,19952
Ringsted,Danish citizen,2017,20018
Ringsted,Danish citizen,2018,20112
Ringsted,Danish citizen,2019,20126
Ringsted,Danish citizen,2020,20097
Ringsted,Danish citizen,2021,19943
Ringsted,Danish citizen,2022,20014
Ringsted,Danish citizen,2023,20160
Ringsted,Danish citizen,2024,20161
Ringsted,Danish citizen,2025,19941
Ringsted,Danish citizen,2026,19730
Ringsted,Foreign citizen,2008,1176
Ringsted,Foreign citizen,2009,1319
Ringsted,Foreign citizen,2010,1406
Ringsted,Foreign citizen,2011,1471
Ringsted,Foreign citizen,2012,1520
Ringsted,Foreign citizen,2013,1577
Ringsted,Foreign citizen,2014,1694
Ringsted,Foreign citizen,2015,1833
Ringsted,Foreign citizen,2016,2140
Ringsted,Foreign citizen,2017,2250
Ringsted,Foreign citizen,2018,2198
Ringsted,Foreign citizen,2019,2376
Ringsted,Foreign citizen,2020,2502
Ringsted,Foreign citizen,2021,2605
Ringsted,Foreign citizen,2022,2722
Ringsted,Foreign citizen,2023,3130
Ringsted,Foreign citizen,2024,3458
Ringsted,Foreign citizen,2025,3601
Ringsted,Foreign citizen,2026,3554
Roskilde,Danish citizen,2008,49571
Roskilde,Danish citizen,2009,49446
Roskilde,Danish citizen,2010,49541
Roskilde,Danish citizen,2011,49540
Roskilde,Danish citizen,2012,49510
Roskilde,Danish citizen,2013,49455
Roskilde,Danish citizen,2014,49557
Roskilde,Danish citizen,2015,49648
Roskilde,Danish citizen,2016,50022
Roskilde,Danish citizen,2017,50338
Roskilde,Danish citizen,2018,50664
Roskilde,Danish citizen,2019,50628
Roskilde,Danish citizen,2020,50807
Roskilde,Danish citizen,2021,51386
Roskilde,Danish citizen,2022,51584
Roskilde,Danish citizen,2023,51836
Roskilde,Danish citizen,2024,51892
Roskilde,Danish citizen,2025,52173
Roskilde,Danish citizen,2026,52563
Roskilde,Foreign citizen,2008,3237
Roskilde,Foreign citizen,2009,3590
Roskilde,Foreign citizen,2010,3719
Roskilde,Foreign citizen,2011,3758
Roskilde,Foreign citizen,2012,3984
Roskilde,Foreign citizen,2013,4067
Roskilde,Foreign citizen,2014,4338
Roskilde,Foreign citizen,2015,4623
Roskilde,Foreign citizen,2016,5007
Roskilde,Foreign citizen,2017,5040
Roskilde,Foreign citizen,2018,4814
Roskilde,Foreign citizen,2019,4847
Roskilde,Foreign citizen,2020,4829
Roskilde,Foreign citizen,2021,4859
Roskilde,Foreign citizen,2022,5039
Roskilde,Foreign citizen,2023,5430
Roskilde,Foreign citizen,2024,5647
Roskilde,Foreign citizen,2025,5875
Roskilde,Foreign citizen,2026,6188
Rudersdal,Danish citizen,2008,29745
Rudersdal,Danish citizen,2009,29539
Rudersdal,Danish citizen,2010,29596
Rudersdal,Danish citizen,2011,29478
Rudersdal,Danish citizen,2012,29220
Rudersdal,Danish citizen,2013,29113
Rudersdal,Danish citizen,2014,28976
Rudersdal,Danish citizen,2015,29117
Rudersdal,Danish citizen,2016,29273
Rudersdal,Danish citizen,2017,29397
Rudersdal,Danish citizen,2018,29216
Rudersdal,Danish citizen,2019,29228
Rudersdal,Danish citizen,2020,29223
Rudersdal,Danish citizen,2021,29489
Rudersdal,Danish citizen,2022,29496
Rudersdal,Danish citizen,2023,29245
Rudersdal,Danish citizen,2024,29171
Rudersdal,Danish citizen,2025,29067
Rudersdal,Danish citizen,2026,29195
Rudersdal,Foreign citizen,2008,2767
Rudersdal,Foreign citizen,2009,2939
Rudersdal,Foreign citizen,2010,3058
Rudersdal,Foreign citizen,2011,3089
Rudersdal,Foreign citizen,2012,3038
